"","accuracy","heading","latitude","longitude","speed","timestamp"
"1423",6,0,40.0649569,-83.0591137,0,1516233237
"1424",5,0,40.0649656,-83.0591123,0,1516233238
"1425",5,0,40.0649699,-83.0591116,0,1516233239
"1426",5,14,40.0649811,-83.0591079,1.22,1516233240
"1427",5,353,40.0649965,-83.0591068,0.94,1516233241
"1428",6,14,40.0650062,-83.0591083,0.61,1516233242
"1429",7,14,40.0650138,-83.0591103,0.61,1516233243
"1430",8,14,40.0650163,-83.0591068,0.7,1516233244
"1431",9,14,40.0650161,-83.0590968,0.71,1516233245
"1432",10,14,40.0650143,-83.0590908,0.23,1516233246
"1433",11,14,40.0650143,-83.0590901,0.2,1516233247
"1434",11,0,40.0650155,-83.0590916,0,1516233248
"1435",12,0,40.0650167,-83.0590936,0,1516233249
"1436",14,0,40.0650174,-83.0590952,0,1516233250
"1437",14,0,40.0650185,-83.0590962,0,1516233251
"1438",15,0,40.0650191,-83.0590966,0,1516233252
"1439",15,0,40.0650196,-83.0590973,0,1516233253
"1440",17,0,40.065019,-83.059097,0,1516233254
"1441",18,0,40.0650184,-83.0590976,0,1516233255
"1442",21,0,40.0650181,-83.0590978,0,1516233256
"1443",26,0,40.065018,-83.0590979,0,1516233257
"1444",31,0,40.065018,-83.0590979,0,1516233258
"1445",38,0,40.065018,-83.0590979,0,1516233259
"1446",45,0,40.0650178,-83.0590981,0,1516233260
"1447",19.39,0,40.0650771,-83.0591308,0,1516233270.623
"1448",19.409,0,40.0650676,-83.0591334,0,1516233275.905
"1449",19.263,0,40.0650838,-83.0591308,0,1516233280.981
"1450",17.089,0,40.0650837,-83.0591325,0,1516233286.192
"1451",17.099,0,40.0650845,-83.0591281,0,1516233291.474
"1452",15.238,0,40.0650814,-83.0591286,0,1516233296.742
"1453",14.645,0,40.0650755,-83.0591332,0,1516233302.24
"1454",13.842,0,40.0650769,-83.059127,0,1516233307.54
"1455",13.613,0,40.0650638,-83.05913,0,1516233311.124
"1456",13.995,0,40.0650527,-83.0591263,0,1516233318.197
"1457",14.168,0,40.0650423,-83.0591299,0,1516233321.685
"1458",14.003,0,40.0650397,-83.0591326,0,1516233326.935
"1459",13.468,0,40.0650479,-83.0591322,0,1516233332.402
"1460",13.498,0,40.0650406,-83.0591345,0,1516233337.752
"1461",13.08,0,40.0650561,-83.0591347,0,1516233343.071
"1462",13.178,0,40.0650584,-83.0591361,0,1516233348.397
"1463",12.929,0,40.0650669,-83.0591374,0,1516233351.897
"1464",13.056,0,40.0650577,-83.0591383,0,1516233357.122
"1465",13.461,0,40.0650475,-83.0591453,0,1516233362.378
"1466",13.048,0,40.0650607,-83.0591415,0,1516233367.651
"1467",12.855,0,40.0650667,-83.0591369,0,1516233372.926
"1468",12.716,0,40.0650732,-83.0591361,0,1516233378.105
"1469",12.62,0,40.0650774,-83.0591365,0,1516233383.421
"1470",12.559,0,40.0650806,-83.0591356,0,1516233388.759
"1471",12.522,0,40.0650828,-83.0591349,0,1516233392.243
"1472",12.486,0,40.0650839,-83.0591346,0,1516233397.539
"1473",12.466,0,40.0650851,-83.0591344,0,1516233402.816
"1474",12.45,0,40.0650857,-83.0591334,0,1516233408.037
"1475",12.444,0,40.0650864,-83.0591334,0,1516233413.415
